3072
Timestep: 810000
2	3.21581	1.00566	0.0557325
2	3.17534	0.310554	0.334465
3	1.70271	5.99444	8.53442
1	9.39005	1.82188	1.74832
2	9.22346	2.06966	1.52144
2	9.55663	1.57409	1.97521
2	9.71854	1.88888	1.58032
2	9.06155	1.75487	1.91633
3	8.8857	1.71794	1.98509
1	3.838	-0.255231	1.01551
2	4.01938	-0.555086	0.882043
2	3.65662	0.0446247	1.14897
2	3.76784	-0.141689	0.665062
2	3.90816	-0.368772	1.36595
3	2.67297	1.78626	-0.0734426
1	3.53199	1.23166	7.95205
2	3.55248	1.34427	7.59495
2	3.51149	1.11904	8.30916
2	3.59553	0.878158	7.84423
2	3.46845	1.58515	8.05988
3	0.747752	0.99404	3.18585
1	8.98473	2.26033	2.17883
2	8.67942	2.38527	2.00051
2	9.29005	2.13539	2.35715
2	8.91255	1.9125	2.0587
2	9.05691	2.60816	2.29895
3	5.52832	5.57208	4.19856
1	1.48518	-0.107126	9.63992
2	1.73255	-0.341794	9.79601
2	1.23781	0.127542	9.48382
2	1.75774	0.144905	9.58687
2	1.21261	-0.359156	9.69296
3	-0.0508207	0.984451	1.9284
1	1.70579	0.839141	0.325617
2	1.42233	0.608695	0.410306
2	1.98924	1.06959	0.240928
2	1.94623	0.604728	0.492537
2	1.46534	1.07355	0.158697
3	-0.570914	8.30328	2.92899
1	1.22884	1.55608	0.476683
2	1.41078	1.80424	0.26234
2	1.04691	1.30793	0.691027
2	1.28029	1.29239	0.215065
2	1.17739	1.81977	0.738301
3	7.39017	5.37175	5.70049
1	4.61529	0.711272	9.18705
2	4.3916	0.795988	8.89824
2	4.83898	0.626555	9.47586
2	4.58712	0.347119	9.10205
2	4.64346	1.07542	9.27205
3	3.58713	0.94911	0.926472
1	4.73464	2.25612	-0.380746
2	4.4514	2.25984	-0.135014
2	5.01788	2.2524	9.77352
2	4.51904	2.07238	9.77353
2	4.95024	2.43986	-0.135018
3	7.47983	8.68796	9.26199
1	3.74189	1.20181	0.195329
2	3.40977	1.18359	0.0221546
2	4.07401	1.22002	0.368504
2	3.76427	0.827492	0.191778
2	3.7195	1.57612	0.198881
3	9.18866	2.38173	0.655543
1	7.29507	0.993496	8.14708
2	7.17868	0.678954	7.97933
2	7.41147	1.30804	8.31483
2	7.61889	0.973999	7.95896
2	6.97126	1.01299	8.3352
3	7.02716	6.69389	7.68985
1	1.36547	3.74463	7.71293
2	1.54666	3.72138	8.04042
2	1.18428	3.76787	7.38543
2	1.12465	3.48096	7.82744
2	1.60628	4.00829	7.59841
3	4.8836	0.891052	0.312513
1	8.21485	7.82477	8.44145
2	8.09096	7.92781	8.10284
2	8.33873	7.72174	8.78007
2	8.43626	7.56744	8.28215
2	7.99343	8.08211	8.60076
3	8.45266	4.02397	9.3054
1	3.20847	1.72291	-0.264399
2	3.2192	2.07993	-0.378622
2	3.19775	1.36589	-0.150177
2	3.5596	1.67334	-0.386373
2	2.85735	1.77248	-0.142426
3	2.38565	4.94914	9.3747
1	3.75336	2.2651	-0.136519
2	3.3977	2.26519	-0.255404
2	4.10901	2.26501	-0.0176341
2	3.81416	2.58748	-0.318168
2	3.69255	1.94271	0.0451291
3	9.44933	6.87618	3.0649
1	3.27779	2.85405	-0.247233
2	3.64068	2.8099	-0.330823
2	2.9149	2.8982	-0.163642
2	3.21531	2.4932	-0.327911
2	3.34027	3.2149	-0.166554
3	7.6302	0.435204	3.00239
1	4.60564	6.63115	-0.410369
2	4.62804	6.57301	9.61984
2	4.58323	6.68929	-0.040581
2	4.90043	6.86219	-0.428829
2	4.31084	6.4001	-0.391908
3	5.92141	7.00983	7.69718
1	7.70018	0.462707	2.42313
2	7.77473	0.487387	2.05644
2	7.62564	0.438026	2.78982
2	7.38334	0.277439	2.34625
2	8.01703	0.647974	2.50001
3	3.48048	9.39932	4.11086
1	9.65132	2.48213	0.323018
2	9.35549	2.42754	0.546917
2	-0.45285	2.53671	0.0991199
2	9.43378	2.66851	0.081022
2	-0.531137	2.29574	0.565015
3	1.83564	3.36405	1.32712
1	9.61376	6.95594	-0.219681
2	9.52716	6.59954	-0.297837
2	9.70037	7.31233	-0.141525
2	9.64182	6.86934	0.144104
2	9.58571	7.04253	-0.583466
3	5.53842	6.68597	9.32633
1	0.218289	1.29852	0.84258
2	0.268898	1.17286	0.492903
2	0.16768	1.42417	1.19226
2	0.16915	0.946448	0.961983
2	0.267428	1.65059	0.723177
3	9.03157	3.40333	5.96457
1	1.10029	3.64123	-0.622127
2	1.2314	3.99253	-0.61716
2	0.969181	3.28993	-0.627094
2	0.760912	3.76924	-0.717304
2	1.43967	3.51322	-0.52695
3	2.69248	0.523948	2.48723
1	0.784626	7.31898	2.61369
2	1.13676	7.19613	2.57453
2	0.432491	7.44183	2.65285
2	0.719769	7.05178	2.8687
2	0.849483	7.58617	2.35869
3	2.55822	5.08672	8.58555
1	2.22613	5.87361	8.31566
2	2.55839	5.7764	8.17151
2	1.89387	5.97082	8.45981
2	2.1863	6.1337	8.04846
2	2.26596	5.61353	8.58285
3	0.575687	5.15501	7.68998
1	1.10623	8.50711	7.66019
2	0.919715	8.7835	7.83179
2	1.29275	8.23072	7.48859
2	1.37464	8.52608	7.92139
2	0.837826	8.48814	7.399
3	3.37733	3.41016	-0.135705
1	5.95681	7.04612	8.27433
2	5.9371	7.00561	7.90205
2	5.97653	7.08663	8.64662
2	6.31941	6.95089	8.2655
2	5.59421	7.14135	8.28317
3	6.61252	7.10643	9.40345
1	6.22378	8.77033	8.93569
2	6.29037	8.5471	9.22955
2	6.15718	8.99357	8.64182
2	6.38073	8.51721	8.70783
2	6.06682	9.02346	9.16354
3	9.09346	2.20225	1.4274
1	9.49103	8.89755	8.80982
2	-0.66624	9.15572	8.93251
2	9.24829	8.63937	8.68713
2	9.27805	9.16825	8.66155
2	9.704	8.62684	8.95809
3	7.28964	7.74337	8.09775
1	2.8674	4.93853	9.05749
2	2.67014	5.04091	8.75544
2	3.06466	4.83614	9.35953
2	3.1794	4.92683	8.84977
2	2.55541	4.95022	9.26521
3	7.73934	8.5034	6.93506
1	9.39487	7.42364	6.44208
2	9.23819	7.58651	6.14283
2	9.55155	7.26077	6.74133
2	9.68517	7.31506	6.23099
2	9.10456	7.53221	6.65317
3	7.4429	9.44939	7.51482
1	1.81039	8.59981	3.29459
2	1.63041	8.53096	3.61629
2	1.99038	8.66866	2.97289
2	1.76573	8.24162	3.19295
2	1.85505	8.958	3.39624
3	4.8274	8.44431	3.06375
1	4.2498	8.3107	9.15841
2	4.07848	8.23769	9.4839
2	4.42112	8.3837	8.83292
2	4.52749	8.07675	9.2521
2	3.9721	8.54464	9.06471
3	4.49478	8.42165	8.64844
1	1.7151	3.10452	1.83109
2	1.65441	2.92511	2.15474
2	1.77579	3.28394	1.50744
2	1.40292	3.30546	1.88394
2	2.02728	2.90359	1.77824
3	5.22702	6.6095	0.643009
1	7.93775	0.574651	1.30467
2	7.61711	0.412077	1.19796
2	8.25838	0.737225	1.41138
2	8.0281	0.632318	0.945313
2	7.84739	0.516984	1.66402
3	4.10887	9.44243	2.13638
1	8.95606	8.66033	4.68104
2	8.8796	8.30327	4.5957
2	9.03252	9.0174	4.76638
2	9.23875	8.65869	4.43464
2	8.67337	8.66198	4.92743
3	6.56108	8.44173	0.139523
1	9.46735	8.07125	8.88563
2	9.24555	8.32376	8.71929
2	9.68915	7.81874	9.05197
2	9.24733	7.79496	8.7596
2	9.68737	8.34753	9.01166
3	3.24667	7.03714	-0.356658
1	-0.00672266	7.60093	2.13515
2	0.316234	7.54757	1.95219
2	-0.329679	7.6543	2.31812
2	0.17003	7.55013	2.46196
2	-0.183476	7.65173	1.80834
3	0.816288	6.88516	5.15856
1	2.26938	0.827434	9.49072
2	2.39189	0.840325	9.13653
2	2.14686	0.814542	-0.55509
2	1.98928	1.06057	9.40232
2	2.54947	0.594293	9.57912
3	8.76309	-0.627194	1.61228
1	0.14208	1.40025	2.94233
2	0.342959	1.26959	2.65388
2	-0.0587996	1.53091	3.23077
2	0.258972	1.74831	2.86607
2	0.0251879	1.05219	3.01859
3	2.36294	7.22395	5.02772
1	4.32064	7.38338	0.00270007
2	4.09642	7.0834	-0.0163338
2	4.54487	7.68336	0.0217339
2	4.30328	7.42001	-0.370102
2	4.33801	7.34675	0.375502
3	0.373126	2.38263	2.99312
1	3.29563	0.567749	9.65135
2	3.6646	0.632466	9.66864
2	2.92667	0.503033	9.63406
2	3.26119	0.834061	9.38959
2	3.33008	0.301438	-0.486891
3	3.89152	0.834612	3.80058
1	4.5466	7.97325	3.24278
2	4.74057	8.26823	3.11632
2	4.35263	7.67827	3.36923
2	4.58381	7.80583	2.90929
2	4.50939	8.14068	3.57626
3	7.47069	0.279298	1.12687
1	8.1028	8.59149	-0.150014
2	8.12213	8.49019	-0.510555
2	8.08346	8.69279	0.210527
2	8.38896	8.82838	-0.201222
2	7.81663	8.35461	-0.0988057
3	4.2591	0.813771	8.74804
1	5.12888	9.34215	0.233998
2	4.79252	9.47466	0.33364
2	5.46525	9.20965	0.134355
2	5.2946	9.60436	0.444736
2	4.96316	9.07995	0.0232602
3	3.45699	7.68156	1.52203
1	8.70524	7.25798	8.69963
2	8.97785	7.51544	8.70465
2	8.43263	7.00053	8.69461
2	8.82287	7.12697	9.03072
2	8.58761	7.38899	8.36853
3	1.32463	1.17745	0.054218
1	9.44445	3.77193	9.29903
2	9.63382	3.46343	9.20107
2	9.25509	4.08043	9.39699
2	9.14467	3.56198	9.38071
2	-0.655758	3.98188	9.21735
3	8.2156	0.0113697	0.819192
1	0.854046	-0.229155	9.2556
2	1.00374	-0.406913	9.54992
2	0.704358	-0.051398	8.96129
2	1.02615	0.08747	9.3593
2	0.681943	-0.545781	9.1519
3	3.44961	8.41188	8.16413
1	2.48999	2.30915	1.66865
2	2.69297	2.00157	1.59922
2	2.287	2.61672	1.73809
2	2.64656	2.33579	2.00836
2	2.33341	2.2825	1.32895
3	5.24748	9.46602	3.43501
1	4.09497	9.0928	8.74181
2	3.89959	8.80433	8.88051
2	4.29035	9.38126	8.60311
2	4.03689	8.96495	8.39409
2	4.15305	9.22065	9.08952
3	5.24898	0.216477	3.29893
1	3.75842	0.892426	8.99916
2	3.91041	0.794024	9.32755
2	3.60643	0.990828	8.67077
2	3.42684	0.941427	9.16731
2	4.09001	0.843425	8.83101
3	4.10631	9.67824	0.80018
1	4.57209	7.77902	2.17016
2	4.56275	7.71148	2.53891
2	4.58143	7.84655	1.80141
2	4.19851	7.74999	2.15538
2	4.94567	7.80804	2.18494
3	4.49099	3.11337	-0.119348
1	6.91036	8.61792	9.32251
2	6.96756	8.53711	9.6842
2	6.85316	8.69873	8.96082
2	7.27568	8.69184	9.28125
2	6.54504	8.54401	9.36377
3	3.74968	-0.0895593	0.464978
1	1.44808	9.59977	-0.357788
2	1.20484	-0.612648	-0.572904
2	1.69131	9.41218	-0.142672
2	1.16848	9.38638	-0.227728
2	1.72767	-0.586841	-0.487848
3	-0.422258	2.18832	0.698419
1	5.75656	7.77076	4.52349
2	5.87209	7.74816	4.87953
2	5.64102	7.79335	4.16744
2	5.61205	7.42562	4.54847
2	5.90106	8.11589	4.4985
3	6.47968	6.82633	7.1361
1	2.98809	0.930361	8.7214
2	2.65231	0.866841	8.87581
2	3.32388	0.993881	8.567
2	2.83598	0.903819	8.37967
2	3.14021	0.956903	9.06313
3	2.15002	2.27606	1.19667
1	2.56889	0.237972	0.532067
2	2.59091	0.515889	0.281264
2	2.54687	-0.0399443	0.782871
2	2.92006	0.135594	0.449457
2	2.21772	0.340351	0.614678
3	4.86152	5.48188	5.53408
1	7.38896	1.89672	8.02478
2	7.19175	2.06788	8.29392
2	7.58617	1.72557	7.75563
2	7.45082	1.60682	8.25446
2	7.32709	2.18662	7.79509
3	1.72711	8.96009	8.6932
1	2.61889	2.13465	2.9752
2	2.28011	2.26351	2.87906
2	2.95768	2.00578	3.07135
2	2.67316	2.43739	3.18975
2	2.56462	1.83191	2.76065
3	3.75208	1.61512	-0.461045
1	8.20572	9.61394	1.67517
2	7.85367	9.50031	1.73661
2	8.55777	-0.672437	1.61373
2	8.27964	9.58302	2.04151
2	8.13181	9.64485	1.30883
3	2.70649	1.36534	0.651713
1	8.48662	-0.320868	1.20333
2	8.22547	-0.586334	1.1591
2	8.74776	-0.0554027	1.24757
2	8.32145	-0.114118	0.937626
2	8.65178	-0.527619	1.46904
3	5.34058	0.0950034	4.44164
1	4.92593	0.681662	3.42716
2	5.13823	0.387288	3.33283
2	4.71363	0.976035	3.52149
2	4.77153	0.679823	3.08542
2	5.08033	0.6835	3.76889
3	7.67147	9.41933	1.77092
1	-0.578043	0.91646	2.90478
2	-0.224182	0.863265	3.01694
2	9.4681	0.969654	2.79263
2	-0.638943	1.1373	3.20168
2	-0.517143	0.695619	2.60789
3	1.63774	4.70984	9.1953
1	0.900071	2.14553	2.99059
2	0.836424	2.00448	3.33218
2	0.963718	2.28658	2.64901
2	0.557828	2.29881	2.99011
2	1.24231	1.99225	2.99107
3	2.02831	0.448083	0.620459
1	1.97531	1.76582	2.84139
2	1.90424	1.39857	2.86786
2	2.04639	2.13307	2.81492
2	2.33414	1.69068	2.76248
2	1.61649	1.84095	2.9203
3	0.447038	2.20422	-0.0431822
1	2.36079	0.907084	0.638733
2	2.18543	1.04024	0.942284
2	2.53615	0.773927	0.335182
2	2.13652	0.606542	0.641016
2	2.58505	1.20763	0.636451
3	2.72834	0.497288	9.62572
1	2.54582	0.0149476	2.26436
2	2.7993	0.0423239	1.98936
2	2.29233	-0.0124287	2.53935
2	2.44366	-0.32249	2.13659
2	2.64798	0.352385	2.39212
3	1.65243	2.80932	2.31854
1	0.248878	0.932959	1.43155
2	0.0412656	0.956027	1.74298
2	0.456489	0.909891	1.12012
2	0.277864	0.562022	1.47835
2	0.219892	1.3039	1.38475
3	3.86729	7.693	4.972
1	5.3459	0.159771	3.86848
2	5.37748	0.110265	4.23885
2	5.31431	0.209277	3.49811
2	5.17818	0.490043	3.92693
2	5.51361	-0.170501	3.81003
3	9.41037	0.327525	1.83337
1	4.91544	5.07845	5.93963
2	5.27993	5.15598	5.9816
2	4.55095	5.00092	5.89765
2	4.94567	4.80084	6.18992
2	4.88521	5.35606	5.68933
3	4.02218	3.29955	0.445175
1	1.95775	5.2902	3.69603
2	2.14205	5.47688	3.96401
2	1.77346	5.10352	3.42806
2	1.63699	5.33578	3.88487
2	2.27851	5.24462	3.50719
3	3.83203	2.77628	-0.370285
1	0.38481	1.64959	0.122268
2	0.328637	1.77876	0.46981
2	0.440983	1.52042	-0.225274
2	0.342149	1.29817	0.245984
2	0.427471	2.00101	-0.00144796
3	1.27815	5.53352	4.75605
1	2.23413	2.7673	-0.41551
2	1.92606	2.63194	-0.581021
2	2.5422	2.90266	-0.249998
2	2.19179	2.52138	-0.135586
2	2.27647	3.01322	9.70457
3	6.51107	5.92905	5.20867
1	3.19175	1.56378	0.415132
2	3.21515	1.81686	0.690866
2	3.16836	1.3107	0.139399
2	2.87436	1.43079	0.564125
2	3.50915	1.69676	0.26614
3	7.49735	1.47297	8.40358
1	1.45709	3.1868	8.19257
2	1.33157	2.83347	8.19758
2	1.58261	3.54013	8.18757
2	1.75168	3.0851	8.40114
2	1.1625	3.2885	7.98401
3	9.47194	2.12099	2.45692
1	9.23781	3.17044	8.96718
2	9.57616	3.28382	9.08243
2	8.89945	3.05706	8.85192
2	9.3929	3.01828	8.66154
2	9.08271	3.3226	9.27282
3	5.71052	6.90696	0.040546
1	8.30605	0.738031	1.98656
2	8.64498	0.870386	2.07727
2	7.96711	0.605676	1.89585
2	8.39103	0.769768	1.6227
2	8.22106	0.706294	2.35042
3	6.79333	6.52875	-0.0125921
1	9.39348	1.56686	2.58209
2	9.33361	1.20519	2.66109
2	9.45334	1.92852	2.50309
2	9.21314	1.66523	2.89582
2	9.57381	1.46848	2.26836
3	8.6035	1.00093	3.22007
1	2.17171	2.55015	2.28187
2	1.83949	2.71835	2.32615
2	2.50394	2.38195	2.23759
2	2.14319	2.40329	2.62573
2	2.20023	2.69701	1.938
3	0.560648	1.30898	3.94444
1	1.77171	5.5587	4.44649
2	1.46104	5.54909	4.6563
2	2.08237	5.5683	4.23668
2	1.57546	5.43851	4.1504
2	1.96795	5.67888	4.74257
3	8.87065	0.103659	1.27935
1	5.03843	3.11455	0.0617304
2	4.6827	3.11238	-0.05692
2	5.39415	3.11671	0.180381
2	5.0205	3.48616	0.108701
2	5.05635	2.74293	0.0147602
3	9.47874	5.58008	6.77614
1	4.99356	8.08551	2.63
2	5.24948	8.34934	2.55571
2	4.73763	7.82168	2.7043
2	4.87103	8.28656	2.92188
2	5.11609	7.88446	2.33813
3	4.34674	4.98076	5.90155
1	3.52123	3.60174	0.39537
2	3.43789	3.47041	0.0541484
2	3.60457	3.73306	0.736591
2	3.19724	3.79045	0.401869
2	3.84522	3.41302	0.388871
3	1.37758	5.6879	7.28881
1	2.87067	3.43598	0.129945
2	3.19627	3.41885	-0.0553043
2	2.54508	3.45311	0.315195
2	2.75822	3.12039	-0.0385305
2	2.98313	3.75157	0.298421
3	-0.149768	7.44772	5.46461
1	2.1046	1.82029	0.0518476
2	2.0697	1.44978	0.0979777
2	2.1395	2.1908	0.00571755
2	2.47103	1.77741	-0.015317
2	1.73816	1.86317	0.119012
3	9.3069	2.77435	-0.0267241
1	-0.177316	2.53362	2.99015
2	-0.206907	2.45612	3.35586
2	-0.147725	2.61111	2.62444
2	-0.541518	2.62232	2.97948
2	0.186886	2.44491	3.00082
3	6.97187	8.11609	7.03841
1	5.31659	4.31464	4.4029
2	5.53154	4.06746	4.22037
2	5.10163	4.56182	4.58544
2	5.48233	4.59549	4.21777
2	5.15084	4.03378	4.58804
3	0.253584	7.53836	2.64007
1	0.435242	2.55171	2.44874
2	0.798381	2.45814	2.44812
2	0.0721032	2.64527	2.44936
2	0.40785	2.44303	2.8066
2	0.462635	2.66038	2.09088
3	1.85878	9.1647	3.43163
1	0.800209	7.49929	6.50192
2	0.659227	7.17825	6.36894
2	0.941191	7.82033	6.63491
2	1.13194	7.33222	6.55357
2	0.468477	7.66636	6.45028
3	2.87424	7.65028	6.96481
1	3.44962	7.90746	2.05086
2	3.4534	7.7662	1.7035
2	3.44584	8.04871	2.39822
2	3.08681	7.99387	2.01177
2	3.81243	7.82104	2.08995
3	1.84719	7.69972	2.34049
1	-0.423134	6.85729	3.2905
2	-0.36777	7.21801	3.20421
2	-0.478498	6.49658	3.37678
2	-0.0856663	6.8445	3.45352
2	9.6394	6.87009	3.12747
3	6.03765	8.69056	3.75373
1	2.515	4.00129	0.599792
2	2.4384	3.64553	0.509265
2	2.5916	4.35704	0.690319
2	2.17295	4.03689	0.749314
2	2.85706	3.96568	0.45027
3	8.0875	9.66582	1.12183
1	-0.481686	6.12028	3.96873
2	-0.10847	6.08658	3.95463
2	9.5451	6.15398	3.98284
2	-0.484978	6.23344	3.61123
2	-0.478394	6.00712	4.32624
3	8.55519	7.42248	8.17516
1	4.78126	6.97239	0.646197
2	4.87471	7.12168	0.977259
2	4.68781	6.82309	0.315135
2	4.49312	7.21095	0.619951
2	5.0694	6.73382	0.672442
3	2.08628	5.69297	4.9147
1	-0.036587	9.20709	5.07086
2	-0.154461	9.56111	5.0335
2	0.0812871	8.85306	5.10822
2	-0.283722	9.15404	5.34787
2	0.210548	9.26013	4.79385
3	6.6445	8.66291	6.6348
1	1.34367	7.63308	7.02923
2	1.14551	7.85236	6.79842
2	1.54183	7.41379	7.26003
2	1.32855	7.35503	6.77805
2	1.3588	7.91112	7.2804
3	1.77564	8.05643	3.1023
1	5.0239	7.48289	1.67155
2	5.10397	7.66859	1.98735
2	4.94384	7.29718	1.35575
2	5.30347	7.24301	1.74172
2	4.74434	7.72277	1.60137
3	3.70805	7.37211	8.14263
1	0.00754036	2.19928	0.327005
2	-0.173667	2.43778	0.101375
2	0.188748	1.96079	0.552635
2	0.301809	2.20299	0.0945889
2	-0.286728	2.19558	0.559421
3	3.99402	7.75904	2.13788
1	5.16019	6.79357	0.101633
2	4.79023	6.74535	0.139487
2	5.53015	6.84178	0.0637789
2	5.11032	6.89568	-0.255732
2	5.21006	6.69145	0.458998
3	5.16018	2.26957	9.63092
1	2.97685	7.48866	1.78161
2	2.67516	7.37465	1.97295
2	3.27854	7.60267	1.59027
2	2.91421	7.84124	1.89292
2	3.03949	7.13608	1.6703
3	6.33996	6.90483	0.547306
1	8.08293	9.21673	0.763315
2	7.77276	9.09108	0.932539
2	8.39309	9.34237	0.59409
2	8.09668	9.50511	1.00263
2	8.06917	8.92835	0.523995
3	6.1872	9.68578	6.89798
1	-0.170209	7.90742	2.79776
2	0.0625632	8.03603	3.06214
2	-0.402981	7.77881	2.53337
2	-0.428101	8.15867	2.90259
2	0.0876832	7.65617	2.69292
3	4.69192	0.0074573	3.62608
1	2.40809	8.84798	2.32918
2	2.63818	8.89607	2.037
2	2.17799	8.79989	2.62136
2	2.5603	9.14616	2.49813
2	2.25587	8.5498	2.16023
3	9.21678	9.30645	5.65292
1	6.40162	9.16592	6.75333
2	6.27996	9.02442	7.07861
2	6.52328	9.30741	6.42806
2	6.2571	9.49973	6.84449
2	6.54615	8.83211	6.66218
3	0.577632	3.8117	-0.788006
1	2.5887	8.42918	1.674
2	2.39791	8.69468	1.49033
2	2.77949	8.16369	1.85767
2	2.86087	8.44672	1.41662
2	2.31653	8.41165	1.93138
3	4.58378	7.846	1.58737
1	1.94926	8.21647	2.57204
2	2.03527	8.55064	2.71887
2	1.86326	7.88229	2.42522
2	2.08366	8.32772	2.2401
2	1.81487	8.10521	2.90399
3	3.85646	0.343186	3.17258
1	6.12383	8.81052	0.0829614
2	6.27264	9.04348	0.336358
2	5.97503	8.57755	-0.170435
2	5.81971	9.0288	0.0608718
2	6.42795	8.59223	0.105051
3	9.28024	1.02405	2.74271
1	-0.103024	8.39289	0.619851
2	-0.0950236	8.4536	0.249884
2	-0.111025	8.33219	0.989818
2	-0.232283	8.04598	0.560132
2	0.0262345	8.73981	0.67957
3	4.02958	8.79291	4.64686
1	6.30958	8.65581	6.15823
2	6.08457	8.6553	5.85824
2	6.53459	8.65631	6.45823
2	6.18559	8.31449	6.25181
2	6.43357	8.99712	6.06466
3	5.20345	8.72437	3.74022
1	5.63931	9.07802	3.58081
2	5.91475	9.30657	3.46891
2	5.36386	8.84947	3.6927
2	5.89354	8.82372	3.68721
2	5.38507	9.33232	3.47441
3	0.0603435	6.64971	5.38699
1	7.17846	8.61579	6.83677
2	7.07771	8.26993	6.94097
2	7.27921	8.96165	6.73258
2	6.82271	8.69207	6.74595
2	7.53421	8.53952	6.9276
3	4.61619	-0.556129	5.04763
1	1.60974	8.81808	6.05501
2	1.65406	8.46824	6.18256
2	1.56541	9.16793	5.92745
2	1.35428	8.88297	6.32176
2	1.8652	8.75319	5.78826
3	2.50534	-0.247893	9.37109
1	1.68436	0.109899	0.293788
2	1.91867	0.302797	0.51405
2	1.45006	-0.0829998	0.0735264
2	1.4088	0.350521	0.376194
2	1.95993	-0.130724	0.211382
3	2.26442	8.38058	4.91548
1	3.48928	0.70636	1.46382
2	3.46187	1.04358	1.62556
2	3.51669	0.369144	1.30208
2	3.11942	0.705974	1.40194
2	3.85914	0.706746	1.52569
3	4.6334	-0.468051	2.46035
1	7.64957	-0.0971555	0.72509
2	7.73965	-0.361274	0.474588
2	7.55948	0.166963	0.975591
2	7.28559	-0.166576	0.667389
2	8.01354	-0.0277349	0.782791
3	4.46806	0.338857	-0.167927
1	8.7867	0.11168	0.714388
2	8.42312	0.0395032	0.771209
2	9.15027	0.183857	0.657567
2	8.8425	0.122384	1.08506
2	8.73089	0.100976	0.343718
3	0.445617	1.22596	2.48107
1	3.07195	-0.239083	-0.0214128
2	3.02667	-0.468703	-0.314414
2	3.11723	-0.00946421	0.271588
2	2.88409	-0.479806	0.196269
2	3.25981	0.00163907	-0.239095
3	5.99075	8.29045	4.44733
1	9.67259	7.27378	2.72293
2	-0.478435	7.35488	2.99137
2	9.42362	7.19268	2.45449
2	9.52509	7.00635	2.94052
2	-0.579911	7.54121	2.50533
3	2.89552	8.03011	1.94827
1	8.89706	0.527661	1.6639
2	8.89578	0.274831	1.38695
2	8.89834	0.780491	1.94085
2	8.58865	0.685918	1.52085
2	9.20547	0.369404	1.80695
3	4.86449	9.62517	7.90548
1	3.51534	9.39328	6.65935
2	3.80173	9.17247	6.75858
2	3.22894	9.61408	6.56013
2	3.34505	9.10026	6.49883
2	3.68563	9.68629	6.81988
3	3.12251	-0.622769	1.66128
1	2.3363	0.00705332	4.33967
2	1.99102	0.0514316	4.47911
2	2.68157	-0.037325	4.20024
2	2.48201	0.143904	4.65695
2	2.19058	-0.129798	4.0224
3	7.8726	8.22613	8.69087
1	4.39882	-0.327942	4.00554
2	4.21243	-0.534732	4.25678
2	4.58521	-0.121152	3.7543
2	4.70418	-0.339077	4.22291
2	4.09345	-0.316807	3.78816
3	4.21054	1.22778	0.528347
1	3.98764	0.153484	1.57458
2	3.67811	0.180867	1.36466
2	4.29717	0.126102	1.7845
2	4.02074	0.52702	1.5745
2	3.95454	-0.220052	1.57466
3	6.42322	-0.163088	4.13783
1	6.67732	-0.577869	7.93756
2	6.76044	-0.505724	7.57907
2	6.59419	-0.650014	8.29604
2	6.71251	9.45463	7.87176
2	6.64212	-0.210368	8.00335
3	7.36892	9.15455	6.72565
1	0.361865	1.39441	1.93289
2	0.268029	1.48464	1.58122
2	0.455701	1.30418	2.28457
2	0.617398	1.66886	1.93513
